OCC_CODE,OCC_TITLE,occ_major_group,AIOE,AIOE_z,UAIOE,UAIOE_ev,AIOE_rank,UAIOE_rank,rank_diff,cluster,cluster_label
43-6011,Executive Secretaries and Executive Administrative Assistants,Office & Admin Support,1.079643,1.080341128104268,1.007219479988866,1.1083567551667697,148,147,-1,2,High Exposure Analytical & Office
43-6012,Legal Secretaries and Administrative Assistants,Office & Admin Support,1.014541,1.0151970316985424,0.7734294463025627,1.094351593838476,165,200,35,2,High Exposure Analytical & Office
43-6013,Medical Secretaries and Administrative Assistants,Office & Admin Support,1.217982,1.2187695811882238,0.804346424672743,1.1082439061626645,115,190,75,2,High Exposure Analytical & Office
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office & Admin Support,1.099056,1.0997666809832018,0.5643882603394715,1.1387669220327195,146,235,89,2,High Exposure Analytical & Office
43-9021,Data Entry Keyers,Office & Admin Support,0.3108081,0.3110090823040394,0.26978210371597333,0.5403776723892123,264,283,19,2,High Exposure Analytical & Office
43-9022,Word Processors and Typists,Office & Admin Support,0.6219606,0.6223627804528301,0.19186910462297907,0.7795156830221192,228,297,69,2,High Exposure Analytical & Office
43-9031,Desktop Publishers,Office & Admin Support,0.3437743,0.3439965989844861,0.48093841248727337,0.43870687726666635,262,250,-12,1,Moderate Exposure Service & Healthcare
43-9041,Insurance Claims and Policy Processing Clerks,Office & Admin Support,1.240201,1.241002948489364,0.5066133303570967,1.1041506492041981,109,247,138,2,High Exposure Analytical & Office
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",Office & Admin Support,-0.8184676,-0.8189968325594574,-0.9172484274415567,-0.4727640699394462,465,490,25,4,Low Exposure Routine Service
43-9061,"Office Clerks, General",Office & Admin Support,0.9888986,0.989538050750581,0.35665921377796767,0.9547371963864796,171,269,98,2,High Exposure Analytical & Office
43-9071,"Office Machine Operators, Except Computer",Office & Admin Support,-0.5171404,-0.5174747876688643,-0.5385171842997346,-0.24405613444458804,395,403,8,4,Low Exposure Routine Service
43-9081,Proofreaders and Copy Markers,Office & Admin Support,1.288375,1.2892080988725998,0.171197560440762,1.265550080022564,91,304,213,2,High Exposure Analytical & Office
43-9111,Statistical Assistants,Office & Admin Support,1.389965,1.3908637892332287,1.3267087093472487,1.5346032886533474,31,65,34,2,High Exposure Analytical & Office
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Farming & Fishing,-0.4791843,-0.4794941444077454,-0.6247714183108415,-0.8800612005285052,386,423,37,0,Low Exposure Manual & Technical
45-2011,Agricultural Inspectors,Farming & Fishing,0.1704867,0.1705969473560133,0.051141128106693835,-0.06539226433719057,277,325,48,1,Moderate Exposure Service & Healthcare
45-2021,Animal Breeders,Farming & Fishing,-1.044292,-1.044967255654987,-0.9481966167160247,-0.4920148174230361,536,501,-35,4,Low Exposure Routine Service
45-2041,"Graders and Sorters, Agricultural Products",Farming & Fishing,-1.370968,-1.3718544916452309,-0.8737050039277154,-0.26660677996268534,599,478,-121,4,Low Exposure Routine Service
45-2091,Agricultural Equipment Operators,Farming & Fishing,-1.145156,-1.145896476567818,-1.385018150452182,-1.3639449607827292,559,614,55,0,Low Exposure Manual & Technical
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Farming & Fishing,-1.601349,-1.602384461139985,-1.5832102937774928,-1.620303963489266,623,638,15,0,Low Exposure Manual & Technical
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farming & Fishing,-1.108432,-1.109148730010049,-1.0939843275802885,-1.0811737155924912,552,543,-9,0,Low Exposure Manual & Technical
45-4011,Forest and Conservation Workers,Farming & Fishing,-1.064205,-1.0648931318450767,-1.061168407230414,-1.025975269654544,539,534,-5,0,Low Exposure Manual & Technical
45-4021,Fallers,Farming & Fishing,-1.795407,-1.7965679433725172,-2.3771836107809596,-1.949945073606613,644,655,11,0,Low Exposure Manual & Technical
45-4022,Logging Equipment Operators,Farming & Fishing,-1.003702,-1.0043510092553618,-1.3846861358626708,-1.5023385527239976,524,613,89,0,Low Exposure Manual & Technical
45-4023,Log Graders and Scalers,Farming & Fishing,-0.4768305,-0.4771388223881485,-0.5987194958797346,-0.662480767846732,385,416,31,0,Low Exposure Manual & Technical
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,Construction,-0.3054048,-0.3056022747057575,-0.2592007340655112,-0.6389356647098586,357,365,8,1,Moderate Exposure Service & Healthcare
47-2011,Boilermakers,Construction,-1.097532,-1.0982416818268532,-1.2669965008207618,-1.241587444477793,549,584,35,0,Low Exposure Manual & Technical
47-2021,Brickmasons and Blockmasons,Construction,-1.75434,-1.7554743885340494,-1.2554966413187074,-1.493713855865529,638,581,-57,0,Low Exposure Manual & Technical
47-2022,Stonemasons,Construction,-1.714759,-1.7158677945763363,-1.2027522904135113,-1.563589743547533,631,567,-64,0,Low Exposure Manual & Technical
47-2031,Carpenters,Construction,-1.323631,-1.3244868824848697,-0.9849400720604331,-1.3104212937630622,596,512,-84,0,Low Exposure Manual & Technical
47-2041,Carpet Installers,Construction,-1.564577,-1.565588683544345,-1.2769850691355205,-1.2612911731123213,620,587,-33,0,Low Exposure Manual & Technical
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction,-1.301024,-1.3018652642942723,-0.7330542141222222,-0.5319175278356254,592,444,-148,4,Low Exposure Routine Service
47-2043,Floor Sanders and Finishers,Construction,-1.748722,-1.7498527558099033,-1.167242973985132,-1.329086304210263,636,562,-74,0,Low Exposure Manual & Technical
47-2044,Tile and Stone Setters,Construction,-1.22543,-1.226222383527254,-1.0417362536011456,-1.0134044859126452,581,527,-54,0,Low Exposure Manual & Technical
47-2051,Cement Masons and Concrete Finishers,Construction,-1.777407,-1.7785563041709096,-1.3794307737955085,-1.5544680819881203,642,610,-32,0,Low Exposure Manual & Technical
47-2053,Terrazzo Workers and Finishers,Construction,-1.776065,-1.7772134364037675,-1.5225381151350794,-1.5027198256034962,641,633,-8,0,Low Exposure Manual & Technical
47-2061,Construction Laborers,Construction,-1.622988,-1.6240374534001845,-1.163255522033608,-1.4641816253963016,626,561,-65,0,Low Exposure Manual & Technical
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Construction,-1.184739,-1.1855050718187754,-1.5581346195259818,-1.4373863510953775,571,636,65,0,Low Exposure Manual & Technical
47-2072,Pile Driver Operators,Construction,-1.220009,-1.2207978781877031,-1.640108997336512,-1.5836589982830123,578,642,64,0,Low Exposure Manual & Technical
47-2073,Operating Engineers and Other Construction Equipment Operators,Construction,-0.8815078,-0.8820777957593011,-1.0404643221454082,-1.4199039217173024,486,526,40,0,Low Exposure Manual & Technical
47-2081,Drywall and Ceiling Tile Installers,Construction,-1.647971,-1.6490366079653935,-1.5351001074563881,-1.189832064271539,628,634,6,4,Low Exposure Routine Service
47-2082,Tapers,Construction,-1.540774,-1.5417702919934635,-1.4485107770310837,-0.7935266698937454,617,624,7,4,Low Exposure Routine Service
47-2111,Electricians,Construction,-0.7796905,-0.7801946584214207,-0.46347930939830534,-1.2289689296664275,460,393,-67,0,Low Exposure Manual & Technical
