OCC_CODE,OCC_TITLE,YEAR,A_MEAN,wage_eqw,wage_eqf,wage_entropy,wage_cluster
41-3011,Advertising Sales Agents,2024,76350.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
41-3021,Insurance Sales Agents,2024,81510.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
41-3031,"Securities, Commodities, and Financial Services Sales Agents",2024,110400.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
41-3041,Travel Agents,2024,52690.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2024,81260.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2024,114520.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2024,81470.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
41-9011,Demonstrators and Product Promoters,2024,43730.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
41-9012,Models,2024,81540.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
41-9021,Real Estate Brokers,2024,91660.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
41-9022,Real Estate Sales Agents,2024,70970.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
41-9031,Sales Engineers,2024,130410.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
41-9041,Telemarketers,2024,36340.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2024,39890.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
41-9099,"Sales and Related Workers, All Other",2024,57030.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-1011,First-Line Supervisors of Office and Administrative Support Workers,2024,71560.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
43-2011,"Switchboard Operators, Including Answering Service",2024,42130.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-2021,Telephone Operators,2024,42880.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-2099,"Communications Equipment Operators, All Other",2024,55890.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3011,Bill and Account Collectors,2024,48370.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3021,Billing and Posting Clerks,2024,49490.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",2024,52020.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3041,Gambling Cage Workers,2024,38600.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
43-3051,Payroll and Timekeeping Clerks,2024,56870.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3061,Procurement Clerks,2024,50430.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3071,Tellers,2024,40940.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-3099,"Financial Clerks, All Other",2024,55330.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4011,Brokerage Clerks,2024,67680.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
43-4021,Correspondence Clerks,2024,46610.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4031,"Court, Municipal, and License Clerks",2024,51200.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4041,"Credit Authorizers, Checkers, and Clerks",2024,51270.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4051,Customer Service Representatives,2024,45380.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4061,"Eligibility Interviewers, Government Programs",2024,53970.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4071,File Clerks,2024,43700.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4081,"Hotel, Motel, and Resort Desk Clerks",2024,34740.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
43-4111,"Interviewers, Except Eligibility and Loan",2024,45400.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4121,"Library Assistants, Clerical",2024,37910.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
43-4131,Loan Interviewers and Clerks,2024,51050.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4141,New Accounts Clerks,2024,47610.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4151,Order Clerks,2024,46270.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2024,50950.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4171,Receptionists and Information Clerks,2024,38480.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,2024,47720.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-4199,"Information and Record Clerks, All Other",2024,50200.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5011,Cargo and Freight Agents,2024,55420.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5021,Couriers and Messengers,2024,40060.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
43-5031,Public Safety Telecommunicators,2024,54800.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",2024,53150.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5041,"Meter Readers, Utilities",2024,55810.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5051,Postal Service Clerks,2024,61070.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
43-5052,Postal Service Mail Carriers,2024,59880.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2024,58310.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5061,"Production, Planning, and Expediting Clerks",2024,60420.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5071,"Shipping, Receiving, and Inventory Clerks",2024,44890.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2024,46660.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-6011,Executive Secretaries and Executive Administrative Assistants,2024,77060.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
43-6012,Legal Secretaries and Administrative Assistants,2024,60320.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-6013,Medical Secretaries and Administrative Assistants,2024,45580.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2024,47640.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9021,Data Entry Keyers,2024,42070.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9022,Word Processors and Typists,2024,49730.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9031,Desktop Publishers,2024,60250.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9041,Insurance Claims and Policy Processing Clerks,2024,51980.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",2024,40200.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
43-9061,"Office Clerks, General",2024,45470.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9071,"Office Machine Operators, Except Computer",2024,41620.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9081,Proofreaders and Copy Markers,2024,52730.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9111,Statistical Assistants,2024,55470.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
43-9199,"Office and Administrative Support Workers, All Other",2024,48700.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",2024,63360.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
45-2011,Agricultural Inspectors,2024,55650.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-2021,Animal Breeders,2024,56150.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-2041,"Graders and Sorters, Agricultural Products",2024,36080.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
45-2091,Agricultural Equipment Operators,2024,43920.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2024,37850.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2024,38580.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
45-2099,"Agricultural Workers, All Other",2024,45780.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-4011,Forest and Conservation Workers,2024,42830.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-4021,Fallers,2024,59120.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-4022,Logging Equipment Operators,2024,52020.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-4023,Log Graders and Scalers,2024,48130.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
45-4029,"Logging Workers, All Other",2024,53820.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,2024,84500.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2011,Boilermakers,2024,76900.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2021,Brickmasons and Blockmasons,2024,65390.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2022,Stonemasons,2024,57220.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2031,Carpenters,2024,64040.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2041,Carpet Installers,2024,55860.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2024,60550.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
47-2043,Floor Sanders and Finishers,2024,50880.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2044,Tile and Stone Setters,2024,57590.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2051,Cement Masons and Concrete Finishers,2024,59360.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2053,Terrazzo Workers and Finishers,2024,62330.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2061,Construction Laborers,2024,51260.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2024,58660.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2072,Pile Driver Operators,2024,79000.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2073,Operating Engineers and Other Construction Equipment Operators,2024,65180.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2081,Drywall and Ceiling Tile Installers,2024,62810.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2082,Tapers,2024,70390.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2111,Electricians,2024,69630.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2121,Glaziers,2024,60260.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",2024,53440.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2132,"Insulation Workers, Mechanical",2024,63540.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2141,"Painters, Construction and Maintenance",2024,53710.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2142,Paperhangers,2024,51900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2151,Pipelayers,2024,54270.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2152,"Plumbers, Pipefitters, and Steamfitters",2024,69940.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2161,Plasterers and Stucco Masons,2024,61000.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
47-2171,Reinforcing Iron and Rebar Workers,2024,62640.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2181,Roofers,2024,57090.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-2211,Sheet Metal Workers,2024,66110.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2221,Structural Iron and Steel Workers,2024,69270.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-2231,Solar Photovoltaic Installers,2024,57380.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2024,49730.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3012,Helpers--Carpenters,2024,42080.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3013,Helpers--Electricians,2024,42900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2024,40880.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2024,41720.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3016,Helpers--Roofers,2024,42070.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-3019,"Helpers, Construction Trades, All Other",2024,44040.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-4011,Construction and Building Inspectors,2024,76430.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-4021,Elevator and Escalator Installers and Repairers,2024,104860.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
47-4031,Fence Erectors,2024,50550.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-4041,Hazardous Materials Removal Workers,2024,55740.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-4051,Highway Maintenance Workers,2024,51410.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-4061,Rail-Track Laying and Maintenance Equipment Operators,2024,68270.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,2024,52730.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-4090,Miscellaneous Construction and Related Workers,2024,52910.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-5011,"Derrick Operators, Oil and Gas",2024,62490.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5012,"Rotary Drill Operators, Oil and Gas",2024,70080.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5013,"Service Unit Operators, Oil and Gas",2024,61530.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",2024,57860.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-5023,"Earth Drillers, Except Oil and Gas",2024,63260.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",2024,66840.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5041,Continuous Mining Machine Operators,2024,63920.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5043,"Roof Bolters, Mining",2024,74760.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5044,"Loading and Moving Machine Operators, Underground Mining",2024,68470.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5049,"Underground Mining Machine Operators, All Other",2024,67830.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
47-5051,"Rock Splitters, Quarry",2024,50540.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-5071,"Roustabouts, Oil and Gas",2024,49060.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-5081,Helpers--Extraction Workers,2024,50330.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
47-5099,"Extraction Workers, All Other",2024,54780.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",2024,82930.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-2011,"Computer, Automated Teller, and Office Machine Repairers",2024,49820.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",2024,69180.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2024,66650.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-2091,Avionics Technicians,2024,82350.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-2092,"Electric Motor, Power Tool, and Related Repairers",2024,56820.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2024,80980.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2024,72950.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2024,97460.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",2024,50240.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-2097,Audiovisual Equipment Installers and Repairers,2024,55740.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-2098,Security and Fire Alarm Systems Installers,2024,60040.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3011,Aircraft Mechanics and Service Technicians,2024,80780.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-3021,Automotive Body and Related Repairers,2024,58830.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3022,Automotive Glass Installers and Repairers,2024,49580.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3023,Automotive Service Technicians and Mechanics,2024,55260.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2024,62480.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-3041,Farm Equipment Mechanics and Service Technicians,2024,55290.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",2024,67580.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-3043,Rail Car Repairers,2024,67610.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-3051,Motorboat Mechanics and Service Technicians,2024,56450.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3052,Motorcycle Mechanics,2024,49650.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,2024,48200.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3091,Bicycle Repairers,2024,41550.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3092,Recreational Vehicle Service Technicians,2024,55380.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3093,Tire Repairers and Changers,2024,39140.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
49-9011,Mechanical Door Repairers,2024,54110.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",2024,75970.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2024,62690.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9031,Home Appliance Repairers,2024,53580.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9041,Industrial Machinery Mechanics,2024,67160.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9043,"Maintenance Workers, Machinery",2024,61820.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9044,Millwrights,2024,68640.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9045,"Refractory Materials Repairers, Except Brickmasons",2024,61480.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
49-9051,Electrical Power-Line Installers and Repairers,2024,90110.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
49-9052,Telecommunications Line Installers and Repairers,2024,72440.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9061,Camera and Photographic Equipment Repairers,2024,53420.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9062,Medical Equipment Repairers,2024,66810.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9063,Musical Instrument Repairers and Tuners,2024,49020.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9064,Watch and Clock Repairers,2024,62450.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9069,"Precision Instrument and Equipment Repairers, All Other",2024,70420.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9071,"Maintenance and Repair Workers, General",2024,52430.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
